,usim,manufacturer,latitude,longitude,address,facility_type,floor,notice,geometry,sigungu
154,01231308024,엔티모아,35.173,129.097,부산 수영구 망미동 774-5,SKT1,[지상] 6/5층,냉방기 외쪽 벽 설치,POINT (1145427.8994425922 1687581.0424144547),연제구
155,01231300436,우리넷,36.926,127.474,충북 진천군 이월면 미잠리 87-10,SKT1,[지상] 1/1층,좌측벽면,POINT (997684.3823165795 1880848.6568528102),진천군
156,01231300052,우리넷,35.208,126.809,광주 광산구 오선동 547-5,SKT1,[지상] 3/4층,뒤쪽 벽ㆍ 접지단자,POINT (937104.5682261995 1690513.521135781),광산구
157,01231307906,엔티모아,35.155,129.131,부산 수영구 민락동 110-35,SKT1,[지상] 9/7층,캐비닛형 자동소화기기 왼쪽 설치,POINT (1148557.0677690853 1685634.8413982242),수영구
158,01231307672,엔티모아,34.841,128.42,경남 통영시 서호동 163-14,SKT2,[지상] 3/6층,출입구 죄측 하론 옆,POINT (1084114.8580407496 1649981.609411891),통영시
159,01231308165,엔티모아,35.242,129.214,부산 기장군 기장읍 대라리 419-15,SKT1,[지상] 2/11층,1X 장비실 내부 책상앞,POINT (1155951.2962676499 1695411.701842786),기장군
160,01231300071,우리넷,36.198,127.756,충북 영동군 영동읍 오탄리 727-1,SKT2,[지상] 2/2층,냉방기 1호기 좌측,POINT (1023014.8813743535 1800125.2561740319),영동군
161,01231307934,엔티모아,35.167,129.122,부산 수영구 수영동 518,SKT1,[지상] 10/10층,캐비닛형 자동소화기기 왼쪽 설치,POINT (1147715.5381672154 1686952.4082714613),수영구
162,01231307547,엔티모아,35.078,129.063,부산 영도구 동삼동 516-43,SKT1,[지상] 4/4층,지혜관 옥상 실내 기지국 출입문 오른쪽,POINT (1142496.9110152374 1676995.1494815317),영도구
163,01231300504,우리넷,36.195,127.755,충북 영동군 영동읍 오탄리 701,SKT2,[지상] 1/2층,통신접지단자반 아래,POINT (1022925.8539082896 1799792.2636154916),영동군
164,01231300333,우리넷,36.934,127.333,충북 진천군 백곡면 양백리 1-1,SKT1,[지상] 1/1층,정면 우측벽,POINT (985128.1578993693 1881748.8202235985),진천군
165,01231300137,우리넷,34.92,126.747,전남 나주시 세지면 오봉리 727-179,SKT1,[지상] 1/4층,출입문 앞 벽면,POINT (931220.0070180302 1658615.1351829018),나주시
166,01231307823,엔티모아,35.153,129.112,부산 수영구 광안동 168-3,SKT1,[지상] 5/13층,기지국현황판 왼쪽 설치,POINT (1146829.9210159588 1685384.8032144494),수영구
167,01231307410,엔티모아,35.071,129.069,부산 영도구 동삼동 480-1,SKT1,[지상] 4/4층,안쪽 화이트보드 옆,POINT (1143056.1911435495 1676227.3618877893),영도구
168,01227723653,우리넷,35.309,127.429,전남 구례군 산동면 시상리 329-1,SKT1,[지상] 1/1층,밤재터널F 도너 Open RACK 뒷편 벽면,POINT (993545.5820744209 1701498.1562737916),구례군
169,01227587834,우리넷,34.978,127.583,전남 광양시 광양읍 칠성리 138-5,SKT1,[지상] 3/4층,W기지국 뒷편 벽면,POINT (1007575.9148211069 1664791.4783342034),광양시
170,01227727556,우리넷,33.494,126.679,제주 제주시 조천읍 와산리 873-1,SKT1,[지상] 1/1층,,POINT (923734.8180395662 1500540.534130862),제주시
171,01231307569,엔티모아,35.078,129.07,부산 영도구 동삼동 317-8,SKT1,[지상] 12/12층,출입문 오른쪽 화이트보드판 밑,POINT (1143135.1475180113 1677005.1802236747),영도구
172,01227588038,우리넷,34.965,127.555,전남 광양시 광양읍 덕례리 1365-24,SKT1,[지상] 1/1층,밧데리 상단 환풍기 옆 벽면,POINT (1005020.9773760854 1663348.0699161645),광양시
173,01231300105,우리넷,34.938,126.712,전남 나주시 세지면 죽동리 227-11,SKT1,[지상] 1/1층,출입문 앞 벽면,POINT (928038.7132266707 1660635.9208365977),나주시
174,01231300367,우리넷,36.312,127.578,충북 옥천군 옥천읍 문정리 505-3,SKT2,[지상] 2/2층,냉방기3호기 우측,POINT (1007002.1601289902 1812742.5193711906),옥천군
175,01231307602,엔티모아,35.249,128.871,경남 김해시 구산동 1070-2,SKT2,[지상] 1/2층,,POINT (1124729.8589306222 1695703.1135278896),김해시
176,01231307713,엔티모아,35.627,129.354,울산 북구 호계동 279-16,SKT2,[지상] 2/3층,출입문 좌측 5M,POINT (1167889.426091644 1738346.1629261207),북구
177,01231300549,우리넷,36.312,127.578,충북 옥천군 옥천읍 문정리 505-3,SKT2,[지상] 1/2층,냉방기 1호기 오른쪽,POINT (1007002.1601289902 1812742.5193711906),옥천군
178,01227587671,우리넷,35.173,126.808,광주 광산구 월곡동 313-29,SKT1,[지상] 4/4층,입구 책상옆,POINT (936986.5274163892 1686632.5694998405),광산구
179,01231300314,우리넷,37.146,128.213,충북 제천시 청전동 134-6,SKT2,[지상] 2/2층,H02-01하론 좌측 1M,POINT (1063318.880772276 1905491.7138523164),제천시
180,01231300281,우리넷,37.146,128.213,충북 제천시 청전동 134-6,SKT2,[지상] 1/2층,냉방기 A01-02 우측 2M,POINT (1063318.880772276 1905491.7138523164),제천시
181,01231300233,우리넷,36.99,127.934,충북 충주시 연수동 659-2,SKT2,[지상] 2/2층,통신접지반 아래,POINT (1038620.7724344797 1888036.0275598166),충주시
182,01231307278,엔티모아,35.632,129.35,울산 북구 신천동 318-7,SKT2,[지상] 4/4층,출입문 우측 벽면 8M,POINT (1167516.7282758204 1738893.9721471132),북구
183,01227729624,우리넷,35.216,126.849,광주 광산구 쌍암동 694-136,SKT2,[지상] 2/2층,출입문 좌측 하단 콘센트,POINT (940751.27105496 1691376.1566439038),광산구
184,01231307601,엔티모아,35.56,129.337,울산 중구 반구동 100-4,SKT2,[지상] 3/3층,출입문 우측벽면 2M,POINT (1166488.5512067135 1730885.2476303834),중구
185,01227587448,우리넷,36.11,128.419,경북 구미시 황상동 321-2,SKT1,[지상] 1/2층,,POINT (1082713.199839421 1790725.1053351054),구미시
186,01231307512,엔티모아,35.56,129.337,울산 중구 반구동 100-4,SKT2,[지상] 3/3층,출입문 우측벽면 2M,POINT (1166488.5512067135 1730885.2476303834),중구
187,01227587443,우리넷,36.11,128.419,경북 구미시 황상동 321-2,SKT2,[지상] 2/2층,,POINT (1082713.199839421 1790725.1053351054),구미시
188,01231300049,우리넷,36.777,126.494,충남 서산시 수석동195,SKT2,[지상] 1/2층,출입문 앞,POINT (910228.0390261299 1864791.5711538065),서산시
189,01231300309,우리넷,36.777,126.494,충남 서산시 수석동 195,SKT2,[지상] 2/2층,출입문 앞,POINT (910228.0390261299 1864791.5711538065),서산시
190,01227587470,우리넷,34.572,126.609,전남 해남군 해남읍 해리 154-1,SKT2,[지상] 1/1층,출입문벽좌측하단,POINT (918272.5130194311 1620126.752825152),해남군
191,01227587293,우리넷,36.138,128.443,경북 구미시 산동면 봉산리 387-16,SKT2,[지상] 3/3층,,POINT (1084843.2049199138 1793851.5961290996),구미시
192,01227587508,우리넷,36.138,128.443,경북 구미시 산동면 봉산리 387-16,SKT1,[지상] 2/3층,,POINT (1084843.2049199138 1793851.5961290996),구미시
193,01231307770,엔티모아,35.086,128.88,부산 강서구 신호동 214-12,SKT2,[지상] 3/3층,접지단자반밑,POINT (1125799.548917926 1677636.1005836744),강서구
194,01227587575,우리넷,34.873,127.706,전남 여수시 묘도동 924-1,SKT1,[지상] 1/1층,벽면,POINT (1018826.8526588766 1653163.726086284),여수시
195,01231300155,우리넷,36.437,126.797,충남 청양군 청양읍 벽천리 141-2,SKT2,[지상] 1/2층,통신접지단자반 밑,POINT (936991.2156772093 1826834.4859740813),청양군
196,01231300283,우리넷,36.437,126.797,충남 청양군 청양읍 벽천리 141-2,SKT2,[지상] 2/2층,EPS실 앞,POINT (936991.2156772093 1826834.4859740813),청양군
197,01231307626,엔티모아,35.323,129.257,부산 기장군 장안읍 반룡리 689-1,SKT1,[지상] 1/1층,출입문 우측,POINT (1159704.9467624014 1704464.5421602246),기장군
198,01231307771,엔티모아,35.315,129.173,부산 기장군 매학리 136-3,SKT1,[지상] 2/4층,좌측 축전지,POINT (1152083.8905617916 1703445.0065393706),기장군
199,01231307563,엔티모아,35.23,129.157,부산 해운대구 반송동 897,SKT1,[지상] 7/7층,출입문 왼쪽문 안 소화전 옆설치,POINT (1150786.7701108872 1693992.6382423115),해운대구
200,01231307275,엔티모아,35.208,129.123,부산 해운대구 반여동 885-3,SKT1,[지상] 2/5층,출입문 옆 설치,POINT (1147732.3658117931 1691501.3971389325),해운대구
201,01231315852,엔티모아,36.694,126.831,충남 예산군 예산읍 산성리 635,SKT2,[지상] 1/2층,출입문 우측 벽,POINT (940236.9380304547 1855321.1419739611),예산군
202,01227587232,우리넷,35.934,128.305,경북 성주군 성주읍 삼산리 23-1,SKT2,[지상] 1/1층,접지단자반 아래,POINT (1072613.8920062787 1771112.479450318),성주군
203,01231315583,엔티모아,35.821,127.141,전북 전주시 완산구 고사동 296-1,SKT1,[지상] 3/5층,,POINT (967571.1551964475 1758339.4731507702),전주시 완산구
204,01231300530,우리넷,36.707,127.73,충북 괴산군 청안면 부흥리 166-1,SKT2,[지상] 1/1층,통신접지단자반 하단 벽,POINT (1020542.7657411397 1856579.3566375598),괴산군
205,01227723549,우리넷,35.187,126.908,광주광역시 북구 오치동957-12,SKT2,[지상] 2/2층,책상엎벽콘센트,POINT (946101.8828183197 1688126.41159111),북구
206,01231300299,우리넷,36.84,127.129,충남 천안시 서북구 성성동 670,SKT2,[지상] 6/6층,상면 H열 12번 전안성성wt2 2.7M엡 벽면,POINT (966920.7761718221 1871372.4838814656),천안시 서북구
207,01231300300,우리넷,36.694,126.831,충남 예산군 예산읍 산성리 635,SKT2,[지상] 2/2층,하론 02-02 좌측 벽,POINT (940236.9380304547 1855321.1419739611),예산군
208,01231300177,우리넷,36.885,126.733,충남 당진시 송악읍 봉교리 336-28,SKT2,[지상] 2/2층,냉방기 옆,POINT (931652.1415112664 1876574.7415173934),당진시
209,01231307782,엔티모아,35.338,128.193,경남 의령군 칠곡면 신포리 549-1,SKT2,[지상] 1/1층,,POINT (1062976.770894646 1704932.299730467),의령군
210,01231300121,우리넷,36.84,127.129,충남 천안시 서북구 성성동 670,SKT2,[지상] 5/6층,냉방기 A05-01 빈대편 벽면(냉방기와 11M이격거리),POINT (966920.7761718221 1871372.4838814656),천안시 서북구
211,01231300113,우리넷,36.659,126.687,충남 홍성군 홍북읍 신경리 883,SKT2,[지상] 1/2층,하론 H01-02 좌측 벽,POINT (927340.004482981 1851537.9948958112),홍성군
212,01227587565,우리넷,35.728,128.273,경북 고령군 대가야읍 장기리 224,SKT2,[지상] 2/2층,출입문 왼쪽 축전지 가대 벽면,POINT (1069907.7844879127 1748240.7236549375),고령군
213,01231307757,엔티모아,35.196,128.816,경남 김해시 신문동 497-7,SKT2,[지상] 2/2층,,POINT (1119803.6895804098 1689757.1437310972),김해시
214,01231300014,우리넷,36.889,126.638,충남 당진시 읍내동 1080,SKT2,[지상] 1/2층,,POINT (923190.4681496897 1877090.7179119177),당진시
215,01231300104,우리넷,36.659,126.687,충남 홍성군 홍북읍 신경리 883,SKT2,[지상] 2/2층,하론 H02-02 좌측 벽,POINT (927340.004482981 1851537.9948958112),홍성군
216,01227587243,우리넷,35.694,128.444,대구 달성군 현풍읍 하리 115-6,SKT2,[지상] 1/2층,출입문 오른쪽 벽면,POINT (1085409.1857871744 1744604.9667861399),달성군
217,01231307403,엔티모아,35.275,128.348,경남 함안군 군북면 소포리 1335-4,SKT2,[지상] 1/1층,,POINT (1077122.5674703235 1698054.7990658516),함안군
218,01231314414,엔티모아,35.949,126.954,전북 익산시 남중동 321-50,SKT1,[지상] 2/4층,기지국 스마트워킹센터내벽면,POINT (950758.4194721482 1772614.5538217719),익산시
219,01227728357,우리넷,35.187,126.908,광주광역시 북구 오치동957-12,SKT2,[지상] 1/2층,하론H01-01좌측벅,POINT (946101.8828183197 1688126.41159111),북구
220,01227587974,우리넷,36.889,126.638,충남 당진시 읍내동 1080,SKT2,[지상] 2/2층,,POINT (923190.4681496897 1877090.7179119177),당진시
221,01231300066,우리넷,34.829,127.359,전남 보성군 벌교읍 영등리 1331-2,SKT1,[지상] 1/1층,냉방기 우측 옆 변면,POINT (987106.8025774761 1648274.1228022836),보성군
222,01231307207,엔티모아,35.437,129.31,울산 울주군 온산읍 덕신리 191-3,SKT2,[지상] 2/3층,출입문 우측벽면 5M,POINT (1164291.6174039666 1717196.3422809078),울주군
223,01231300208,우리넷,36.602,126.676,충남 홍성군 홍성읍 대교리 715,SKT2,[지상] 2/2층,축전실 출입구 우측 벽,POINT (926302.6255531486 1845223.3890432992),홍성군
224,01231307877,엔티모아,35.428,126.689,전북 고창군 고창읍 덕산리 299,SKT1,[지상] 1/1층,접지반 밑 벽면 콘센트,POINT (926381.5056893025 1714995.333962082),고창군
225,01231307755,엔티모아,35.438,129.306,울산 울주군 온산읍 덕신리 1349-8,SKT2,[지상] 2/4층,출압문 우측벽면 1M,POINT (1163926.4743200317 1717300.6188824875),울주군
226,01227587405,우리넷,35.694,128.444,대구 달성군 현풍읍 하리 115-6,SKT1,[지상] 2/2층,하론 2호기 왼쪽 벽면,POINT (1085409.1857871744 1744604.9667861399),달성군
227,01231315679,엔티모아,35.81,127.088,전북 전주시 완산구 효자동2가 1080,SKT1,[지상] 6/6층,진리관,POINT (962778.4514963733 1757138.292382181),전주시 완산구
228,01231300017,우리넷,36.959,126.698,충남 당진시 송산면 유곡리 108-1,SKT2,[지상] 2/2층,,POINT (928602.2460818305 1884809.5534184964),당진시
229,01231315754,엔티모아,35.959,126.959,전북 익산시 신동 803-6,SKT1,[지상] 2/2층,기지국내 전송랙 AC콘센트,POINT (951215.5031032532 1773721.1957196442),익산시
230,01231308408,엔티모아,35.42,126.56,전북 고창군 무장면 성내리 30-5,SKT1,[지상] 1/1층,AC 매인분전반 우측 콘센트,POINT (914662.7736734983 1714211.797181068),고창군
231,01231300153,우리넷,36.706,127.147,세종특별자치시 소정면 운당리 197-1,SKT1,[지상] 1/1층,줄입구 하론 우측 콘센트,POINT (968470.8788184174 1856501.8368065928),세종시
232,01231308149,엔티모아,35.342,126.599,전북 고창군 대산면 매산리 155-4,SKT1,[지상] 1/1층,출입문 우측벽면 콘센트,POINT (918124.6857219683 1705528.022109098),고창군
233,01231300141,우리넷,34.622,127.287,전남 고흥군 고흥읍 옥하리 산 1-14,SKT1,[지상] 1/1층,급배기 옆 벽면,POINT (980474.4226662095 1625331.207799211),고흥군
234,01231315847,엔티모아,35.836,127.101,전북 전주시 완산구 효자동3가 1414-9,SKT1,[지상] 1/3층,,POINT (963964.6777120389 1760017.1459709087),전주시 완산구
235,01231308278,엔티모아,35.53,126.52,전북 고창군 심원면 만돌리 1402,SKT1,[지상] 1/1층,출입문 우측 벽면 콘센트,POINT (911152.4027080083 1726447.1936074859),고창군
236,01227579391,우리넷,36.431,128.668,경북 의성군 단촌면 세촌리 744-1,SKT1,[지상] 1/1층,메인분전반옆 설치,POINT (1104695.4365800295 1826573.1287409922),의성군
237,01231315713,엔티모아,35.83,127.116,전북 전주시 완산구 서신동 805,SKT1,[지상] 6/7층,,POINT (965316.7845768207 1759346.2524711476),전주시 완산구
238,01231308216,엔티모아,35.518,126.702,전북 고창군 흥덕면 흥덕리 262-3,SKT1,[지상] 1/1층,통신접지단자반 좌측 하단 벽 콘센트,POINT (927642.2887498422 1724967.4863304647),고창군
239,01231315652,엔티모아,35.947,126.986,전북 익산시 신흥동 405-28,SKT1,[지상] 1/1층,기지국내 정류기뒤 벽면,POINT (953643.2296591825 1772377.050973994),익산시
240,01227588055,우리넷,34.8,127.654,전남 여수시 주삼동 586-1,SKT1,[지상] 1/2층,냉방기 1호기 좌측 벽면,POINT (1014086.8677867826 1645059.9751110403),여수시
241,01231307396,엔티모아,36.072,126.96,전북 익산시 함열읍 와리 824,SKT1,[지상] 1/1층,기지국내 벽면,POINT (951375.1392440674 1786254.2537113884),익산시
242,01231308154,엔티모아,36.01,126.941,전북 익산시 황등면 동연리 2,SKT1,[지상] 1/1층,기지국내 벽면,POINT (949624.7714637486 1779387.0603210365),익산시
243,01227587513,우리넷,35.902,128.613,대구 북구 산격동 478-44,SKT1,[지상] 1/3층,냉방기 1호기 우측 벽면,POINT (1100437.996893987 1767835.983173571),북구
244,01231315586,엔티모아,35.836,127.153,전북 전주시 덕진구 인후동1가 772-1,SKT1,[지상] 5/5층,,POINT (968661.0300289087 1759999.2458632912),전주시 덕진구
245,01231315872,엔티모아,35.834,127.12,전북 전주시 완산구 서신동 970-4,SKT1,[지상] 7/8층,,POINT (965679.7922949457 1759788.4915393866),전주시 완산구
246,01231308217,엔티모아,35.658,127.267,전라북도 임실군 신평면 대리 269,SKT1,[지상] 1/1층,배터리 앞 우측 벽면,POINT (978909.9500924908 1740226.7148860393),임실군
247,01231315681,엔티모아,35.849,127.158,전북 전주시 우아동3가746-36,SKT1,[지상] 6/6층,,POINT (969117.6415917554 1761439.5164765755),전주시 덕진구
248,01231315706,엔티모아,35.959,126.769,전북 군산시 개정동 12-6,SKT1,[지상] 1/2층,,POINT (934082.0622968295 1773832.8790124063),군산시
249,01231308130,엔티모아,35.848,127.118,전북 전주시 덕진구 덕진동2가 167-369,SKT1,[지상] 4/4층,하론옆,POINT (965505.2207009711 1761341.969131155),전주시 덕진구
