usim	manufacturer	latitude	longitude	address	facility_type	floor	notice
01232972249 (5016)	엔티모아	35.184	128.089	진주대로 940	SKT2	[지상] 1/2층	진주칠암동우체국
01232972235 (5017)	엔티모아	33.114	126.268	제주특별자치도 서귀포시 대정읍 가파리 583-9	SKT2	[지상] 1층/1층층	서귀포 해양경찰서 화순 마라출장소
01232971908 (5018)	엔티모아	34.045	127.294	전남 여수시 삼산면 서도리 1164-3	SKT1	[지상] 1/1층	거문파출소 서도출장소
01232972706 (5019)	엔티모아	37.514	127.032	서울 강남구 논현동 208-5	SKT1	[지상] 8/11층층	서울논현동 우체국
01232972136 (5020)	엔티모아	35.223	128.874	경남 김해시 전하로176번길 83	SKT1	[지하] 1층/5층	김해우체국
01232971464 (5021)	엔티모아	35.223	128.874	경남 김해시 전하로176번길 83	SKT2	[지상] 1/5층	김해우체국
01232972339 (5022)	엔티모아	37.537	126.736	인천 계양구 계산동 1078-2	SKT1	[지하] 1/6층	인천계양우체국(지하 복도)
01232972067 (5023)	엔티모아	36.303	127.349	가수원로109	SKT1	[지상] 1/3층	대전가수원동우체국
01232971955 (5024)	엔티모아	37.529	126.782	오정로211번길 40	SKT2	[지하] 1/7층	부천우편집중국
01232971910 (5025)	엔티모아	37.529	126.782	오정로211번길 40	SKT1	[지하] 1/7층	부천우편집중국
01232971460 (5026)	엔티모아	37.103	129.006	강원 태백시 장성동 150-47	SKT1	[지상] 1/4층	태백장성동우체국
01232973051 (5027)	엔티모아	35.947	128.551	칠곡중앙대로577	SKT1	[지상] 1/2층	대구칠곡우체국
01232971816 (5028)	엔티모아	35.91	128.614	대구 북구 산격동 1574	SKT1	[지하] 1층/6층	대구우편집중국 작업동 a존 지하1층 창고13비트안
01232973129 (5029)	엔티모아	35.91	128.614	대구 북구 산격동 1574	SKT1	[지하] 1층/5층	대구우편집중국 전기실
01232971444 (5030)	엔티모아	37.138	128.211	충북 제천시 중앙로2가 150-1	SKT1	[지상] 1/4층	제천중앙동우체국
01232972307 (5031)	엔티모아	37.375	127.588	경기 여주시 대신면 율촌리 278-3	SKT1	[지상] 1/2층	대신우체국
01232971755 (5032)	엔티모아	34.753	126.124	전남 신안군 안좌면 김환기길 12-3	SKT2	[지상] 1/2층	안좌우체국
01232970963 (5033)	엔티모아	37.61	127.077	동일로895	SKT1	[지상] 1/2층	서울묵동우체국
01232972275 (5034)	엔티모아	35.07	127.748	경상남도 하동군 하동읍 중앙로40	SKT1	[지상] ㅣ/2층	하동우체국
01232973418 (5035)	엔티모아	35.07	127.748	경상남도 하동군 하동읍 중앙로40	SKT1	[지상] 2/2층	하동우체국
01232972077 (5036)	엔티모아	37.389	126.945	경기 안양시 동안구 호계동 1010-2	SKT1	[지상] 2/3층	
01232971878 (5037)	엔티모아	37.388	126.945	안양시 동안구 시민대로 121	SKT1	[지상] 1/3층	ㆍ
01232972509 (5038)	엔티모아	35.973	126.702	팔마로14	SKT1	[지상] 1/2층	군산문화동우체국
01232972547 (5039)	엔티모아	35.433	129.307	울산 울주군 온산읍 덕신리 554-3	SKT1	[지상] 1/2층	울산온산우체국
01232973598 (5040)	엔티모아	37.536	126.897	서울 영등포구 양평로 92	SKT1	[지상] 2/2층	서울양평동우체국
01232972405 (5041)	엔티모아	37.386	127.123	경기도 성남시 분당구 황새울로 347	SKT1	[지하] 1/5층	성남분당우체국
01232972082 (5042)	엔티모아	37.386	127.123	경기도 성남시 분당구 황새울로 347	SKT1	[지상] 4/5층	성남분당우체국
01232971397 (5043)	엔티모아	35.217	128.959	대저로63번길 49	SKT1	[지상] 1층/지하1층지상3층층	부산강서우체국
01232971209 (5044)	엔티모아	36.258	128.68	경북 의성군 금성면 탑리길 77	SKT1	[지상] 1/2층	의성탑리우체국
01232973650 (5045)	엔티모아	37.21	127.058	동탄숲속로69-39	SKT1	[지상] 1/2층	화성동탄3동우체국
01232972571 (5046)	엔티모아	37.576	126.912	거북골로 160	SKT1	[지상] 2층/2층층	서울모래내우체국
01232972985 (5047)	엔티모아	33.481	126.48	제주 제주시 1100로 3307	SKT1	[지상] 2/3층	제주우편집중국
01232973494 (5048)	엔티모아	33.481	126.48	제주 제주시 1100로 3307	SKT1	[지상] 2/3층	제주우편집중국
01232972212 (5049)	엔티모아	37.483	127.086	서울 강남구 광평로20길8	SKT1	[지상] 1/3층	일원본동우체국
01232971742 (5050)	엔티모아	36.916	127.13	성환11길20	SKT1	[지하] 1/3층	
01232972719 (5051)	엔티모아	38.108	127.99	강원 양구군 양구읍 중리 3-1	SKT1	"[지하] 1/지하1,지상4층층"	양구우체국 보일러실-전기실 사이 제어반
01232972286 (5052)	엔티모아	38.108	127.99	강원 양구군 양구읍 중리 3-1	SKT1	"[지상] 1층/지하1,지상4층층"	양구우체국 숙직실
01232971061 (5053)	엔티모아	35.175	128.812	율하1로73	SKT1	[지상] 1/3층	김해율하우체국
01232971817 (5054)	엔티모아	37.302	126.973	경기 수원시 장안구 천천동 557-2	SKT1	[지상] 2/3층	수원율전동우체국
01232972555 (5055)	엔티모아	37.55	126.915	서울시 마포구 양화로 62	SKT1	[지상] 3/3층	서울서교동우체국
01232973396 (5056)	엔티모아	37.46	126.696	경인로514	SKT1	[지상] 4/4층	
01232971441 (5057)	엔티모아	33.303	126.178	제주시 고산로27	SKT2	[지상] 1/2층	제주고산우체국
01232971469 (5058)	엔티모아	37.46	126.696	경인로 514	SKT1	[지상] 4/4층	
01232970876 (5059)	엔티모아	35.299	126.781	영천로 152	SKT2	[지상] 1/4층	영업실 후선(금고 옆)
01232972297 (5060)	엔티모아	35.299	126.781	영천로 152	SKT2	[지상] 1/4층	마케팅실 출입구
01232971120 (5061)	엔티모아	38.284	128.137	펀치볼로1306	SKT1	[지상] 1/1층	해안우체국
01232971674 (5062)	엔티모아	37.239	131.869	경북 울릉군 울릉읍 독도이사부길 63	SKT1	[지상] 1/1층	독도
01232971261 (5063)	엔티모아	37.239	131.869	경북 울릉군 울릉읍 독도이사부길 63	SKT1	[지상] 1/1층	독도2
01232973590 (5064)	엔티모아	37.489	126.904	대림로85	SKT2	[지상] 1/2층	서울대림동우체국
01232973198 (5065)	엔티모아	35.784	129.327	불국신택지5길 11	SKT2	[지상] 1/1층	불국사우체국
01232973117 (5066)	엔티모아	34.431	127.798	전남 여수시 남면 연도서부길22	SKT1	[지상] 1/2층	연도우체국
01232971193 (5067)	엔티모아	35.233	128.857	김해 함박로31	SKT2	[지상] 1/2층	김해외동우체국
01232972700 (5068)	엔티모아	35.54	129.311	남구 중앙로219	SKT2	[지상] 1/3층	울산신정동우체국
01232972499 (5069)	엔티모아	37.147	128.207	충북 제천시 청전동 988	SKT1	[지상] 1/5층	
01227501282 (5070)	엔티모아	35.217	128.957	부산 강서구 대저1동 1549	SKT1	[지상] 1/6층	접수팀출입구
01232971570 (5071)	엔티모아	36.569	128.918	편항1길22	SKT1	[지상] 1/2층	우체국
01232971446 (5072)	엔티모아	37.062	128.167	충북 제천시 금성면 구룡리 80-8	SKT1	[지상] 1/1층	금성우체국
01232973563 (5073)	엔티모아	35.934	128.549	대구 북구 읍내동 1346-5	SKT1	[지상] 1/2층	대구읍내동우체국
01232971810 (5074)	엔티모아	37.234	127.287	경기 용인시 처인구 양지면 양지로 171	SKT2	[지상] 1/3층	양지우체국
01232972170 (5075)	엔티모아	35.217	128.957	부산 강서구 대저1동 1549	SKT2	[지하] 1/6층	부산우편집중국
01232973617 (5076)	엔티모아	35.85	129.101	내서로1088	SKT1	[지상] 1/2층	경주건천우체국
01232972979 (5077)	엔티모아	37.844	127.063	경기도 양주시 덕정길29	SKT1	[지상] 1/2층	양주덕정동우체국
01232973070 (5078)	엔티모아	37.539	127.221	대청로80	SKT1	[지상] 1/2층	창우동우체국
01232972076 (5079)	엔티모아	34.722	127.988	남해대로675번길8-7	SKT1	[지상] 2층/2층	상주우체국
01232973031 (5080)	엔티모아	37.867	127.72	강원 춘천시 온의동 589-4	SKT1	[지하] 1층/지상4층층	춘천우체국
01232971361 (5081)	엔티모아	37.867	127.72	강원 춘천시 온의동 589-4	SKT1	[지하] 1층/지상4층층	춘천우체국
01232972365 (5082)	엔티모아	37.866	127.733	강원 춘천시 효자동 709-8	SKT2	[지하] 4충/4층	춘천효자동우체국
01232972366 (5083)	엔티모아	37.872	127.752	후석로240	SKT1	[지상] 1/2층	춘천후평3동우체국
01232973306 (5084)	엔티모아	37.468	126.474	인천 중구 운서동 2842-16	SKT2	[지하] 1/3층	국제우편물류센터
01232971762 (5085)	엔티모아	37.468	126.474	인천 중구 운서동 2842-16	SKT1	[지하] 1/3층	국제우편물류센터
01232973241 (5086)	엔티모아	37.85	127.743	퇴계농공로 36	SKT1	[지상] 1/3층	춘천퇴계2동
01232971280 (5087)	우리넷	37.147	128.207	제천 청전대로72	SKT1	[지상] 1/5층	
01232973075 (5088)	엔티모아	37.447	128.667	북평7길18	SKT1	[지상] ㅣ/2층	나전우체국
01232971479 (5089)	엔티모아	35.138	129.062	부산 동구 조방로15	SKT1	[지하] 2/6층	동부산우체국
01232971826 (5090)	엔티모아	35.138	129.062	부산 동구 조방로15	SKT1	[지상] 4/6층	동부산우체국
01232971268 (5091)	엔티모아	38.123	128.207	금강로26번길 10	SKT1	[지상] 1층/1층	원통우체국
01232973196 (5092)	엔티모아	37.863	127.75	우석로39	SKT1	[지상] 1/2층	춘천석사동우체국
01232971598 (5093)	엔티모아	38.225	128.588	강원 속초시 장사동 548-27	SKT1	[지상] 1/1층	
01232972015 (5094)	엔티모아	38.211	128.6	강원 속초시 동명동 1-243	SKT1	[지상] 1/2층	
01232971396 (5095)	엔티모아	35.826	128.736	경안로216	SKT1	[지상] 1/4층	경산중방동우체국
01232973124 (5096)	엔티모아	35.259	126.665	전남장성군사창로64-9	SKT2	[지상] 1/1층	
01232971773 (5097)	엔티모아	36.198	128.391	구미시 해평면 강동로 1662	SKT2	[지상] 1/2층	구미해평우체국
01232971506 (5098)	엔티모아	35.819	128.823	금학로8-17	SKT1	[지상] 1/2층	
01232972608 (5099)	엔티모아	36.78	126.464	율지16로 48	SKT1	[지하] 1/4층	서산우체국
01232973293 (5100)	엔티모아	36.78	126.464	충남 서산시 동문동 139-1	SKT1	[지하] 1/4층	서산우체국2
01232971589 (5101)	엔티모아	38.496	128.426	강원도 고성군 현내면 한나루로87-1	SKT1	[지상] 1/2층	대진우체국
01232973296 (5102)	엔티모아	35.534	129.328	울산시 번영로99	SKT1	[지상] 1/2층	울산달동우체국
01232972472 (5103)	엔티모아	37.033	128.303	단양로1917	SKT1	[지상] 1/2층	매포우체국
01232972681 (5104)	엔티모아	35.225	129.01	부산 북구 화명동 898-11	SKT1	[지상] 1층/2층층	부산화명동우체국
01232971580 (5105)	엔티모아	35.913	128.818	하양로100	SKT1	[지상] 1층/3층층	경산하양우체국
01232972231 (5106)	엔티모아	37.649	126.785	강송로123	SKT1	[지상] 1층/3층층	고양백석동우체국
01232972663 (5107)	엔티모아	35.974	127.207	고산로96	SKT1	[지상] 1층/1층층	완주고산우체국
01232972262 (5108)	엔티모아	35.861	127.121	송천중앙로162	SKT1	[지상] 2/3층	전주송천동우체국
01232973140 (5109)	엔티모아	36.24	128.301	경북 구미시 선산읍 완전리 230-2	SKT2	[지상] 1/3층	구미선산우체국
01232971813 (5110)	엔티모아	36.507	129.443	경북 영덕군 축산면 축산리 109-3	SKT1	[지상] 1/2층	영덕 축산우체국
01232972884 (5111)	엔티모아	37.449	126.698	인주대로554	SKT1	[지상] 지상/2층	인천구월동우체국
01232972171 (5112)	엔티모아	35.176	126.928	동문대로 160	SKT1	[지상] 1/3층	두암동우체국
01232973572 (5113)	엔티모아	35.716	129.323	입실로85	SKT1	[지상] 1/2층	경주외동우체국
01232972435 (5114)	엔티모아	35.178	126.824	광주광역시 광산구 목련로273번안길 7	SKT1	[지상] 1/3층	
01232973453 (5115)	엔티모아	35.206	128.627	성산구 신촌로31	SKT1	[지상] 2/3층	
01227587340 (5116)	우리넷	35.567	126.851	전북 정읍시 수성동 558-2	SKT1	[지상] 1/3층	정읍우체국
01232971487 (5117)	엔티모아	35.176	126.799	광주광역시 광산구 용아로379번길83	SKT1	[지상] 1층/2층층	하남2지구우체국
01232972073 (5118)	엔티모아	37.406	127.116	동판교로266번길20	SKT2	[지상] 1/2층	성남삼평동우체국
01232971586 (5119)	엔티모아	35.573	129.317	울산광역시 중구 백양로100	SKT2	[지상] 1/2층층	울산성안동우체국
01232971410 (5120)	엔티모아	35.917	127.969	남김천대로726	SKT1	[지상] 1/2층	김천대덕우체국
01232973229 (5121)	엔티모아	37.88	127.726	강원 춘천시 소양로3가 180-14	SKT1	[지상] 2층/4층	춘천소양로우체국
01232971573 (5122)	엔티모아	37.872	128.259	강원 인제군 내린천로 2560	SKT1	[지상] 1층/2층층	상남우체국
01232973040 (5123)	엔티모아	35.802	129.502	감포로3길27	SKT1	[지상] 1/1층	경주감포우체국
01232972575 (5124)	엔티모아	36.059	126.909	전북 익산시 함라면 천남길 2	SKT1	[지상] 1/2층	함라우체국
01232972651 (5125)	엔티모아	36.001	126.944	황등로105	SKT1	[지상] 1/1층층	익산황등우체국
01232973392 (5126)	엔티모아	35.928	126.959	전북 익산시 동산동 609-55	SKT1	[지상] 1/2층	익산동산동우체국
01232972246 (5127)	엔티모아	38.069	128.171	인제로193번길10	SKT1	[지상] 2/3층	인제우체국
01232972791 (5128)	엔티모아	35.83	127.115	서신천변14길6-5	SKT1	[지상] 1/1층	전주서신동우체국
01232973305 (5129)	엔티모아	35.569	129.346	병영로4	SKT1	[지상] 1/2층	병영우체국
01232971511 (5130)	엔티모아	34.884	128.623	경남 거제시 고현동 693-1	SKT1	[지상] 1/3층	거제우체국
01232971606 (5131)	엔티모아	36.299	127.328	관저로63	SKT2	[지상] 1/2층	대전관저2동우체국
01232972632 (5132)	엔티모아	36.215	127.218	연산3길4	SKT1	[지상] 1/2층	연산우체국
01232973271 (5133)	엔티모아	35.852	129.209	경주시 봉황로149	SKT1	[지상] 1/1층	경주성건동우체국
01232972364 (5134)	엔티모아	35.962	126.698	공단대로400	SKT1	[지상] 1/2층	군산나운동우체국
01232972419 (5135)	엔티모아	35.962	126.715	전북 군산시 수송동 820-6	SKT1	[지상] 2/3층	군산수송동우체국
01232971678 (5136)	엔티모아	38.222	128.209	천도로114번길3	SKT1	[지상] 1/2층	서화우체국
01232973445 (5137)	엔티모아	37.615	126.833	경기 고양시 덕양구 행신동 859	SKT1	[지상] 1층/1층층	행신동우체국
01231328204 (5138)	엔티모아	36.663	127.374	충북 청주시 흥덕구 옥산면 오산리 545-5	SKT2	[지상] 1/2층	청주옥산우체국
01232972738 (5139)	엔티모아	36.815	126.666	충남 당진시 면천면 성상리 893-4	SKT1	[지상] 1/2층	
01227721349 (5140)	엔티모아	35.145	128.701	경남 창원시 진해구 덕산동 55-8	SKT2	[지상] 1/2층	진해덕산동우체국
01232972891 (5141)	엔티모아	35.216	128.708	대암로105번길6	SKT2	[지상] 1층/2층층	창원대방동우체국
01232970597 (5142)	엔티모아	36.786	126.445	충남 서산시 읍내동 421	SKT2	[지상] 1/2층	서산읍내동우체곡
01232972975 (5143)	엔티모아	35.949	126.958	인북로 242	SKT1	[지상] 1/2층	
01232972988 (5144)	엔티모아	35.53	129.316	수암로81	SKT1	[지상] 1/1층	울산신정4동우체국
01232971020 (5145)	엔티모아	34.829	128.703	지세포로104	SKT2	[지상] ㅣ/2층	거제일운우체국
01232973069 (5146)	엔티모아	35.953	127.004	전북 익산시 팔봉동 826-2	SKT2	[지상] 1층/2층층	익산2공단우체국
01232972510 (5147)	엔티모아	37.341	127.108	구미동 154	SKT2	[지하] 1/5층	성남우편집중국
01232970864 (5148)	엔티모아	35.215	128.686	경남 창원시 성산구 상남동 89-5	SKT1	[지상] 1/2층	창원상남동우체국
01232973454 (5149)	엔티모아	35.522	129.332	울산 남구 수암로 256	SKT1	[지상] 1층/2층층	야음동_제국
01232972342 (5150)	엔티모아	34.876	128.731	거제 능포로141	SKT1	[지상] 1/2층	
01232973344 (5151)	엔티모아	35.176	126.81	광산구 사암로340번안길 13	SKT1	[지상] 2/2층	광주월곡동우체국
01232973285 (5152)	엔티모아	35.135	126.901	독립로16	SKT1	[지상] 2/2층	광주백운동우체국
01232972282 (5153)	엔티모아	34.821	128.608	거제시 동부면 동부로 18	SKT2	[지상] 1/2층	거제동부우체국
01232971684 (5154)	엔티모아	35.892	128.644	대구 동구 동촌로 1	SKT1	[지상] 1/9층	동대구 우체국
01232972825 (5155)	엔티모아	35.892	128.644	대구 동구 동촌로 1	SKT1	[지상] 3/9층	동대구 우체국
01232971329 (5156)	엔티모아	35.865	128.724	동호로 63	SKT1	[지상] 1/3층	대구동호동우체국
01232973525 (5157)	엔티모아	37.954	128.317	강원 인제군 기린로 28	SKT1	[지상] 1/2층	기린우체국
01232970666 (5158)	엔티모아	36.82	127.123	백석3로105	SKT2	[지하] 1/2층	천안우편집중국
01232973309 (5159)	엔티모아	36.82	127.123	백석3로105	SKT1	[지상] 1/2층	천안우편집중국
01232972123 (5160)	엔티모아	35.416	127.397	춘향로 15	SKT1	[지상] 1/2층	남원도통동우체국
01232972549 (5161)	엔티모아	35.798	126.895	전북 김제시 신풍동 487-5	SKT1	[지상] 1층/4층층	김제신풍동우체국
01232972638 (5162)	엔티모아	37.882	127.748	강원 춘천시 후평동 703-16	SKT1	[지상] 3/3층	춘천후평동우체국
01232972969 (5163)	엔티모아	35.384	129.341	울산 울주군 서생면 서생리 390-3	SKT1	[지상] 1/2층	울산서생우체국
01232972061 (5164)	엔티모아	37.485	126.809	부천시 부일로717	SKT1	[지상] 1/2층	역곡동 우체국
01232972674 (5165)	엔티모아	35.27	129.09	부산 금정구 남산동 27-17	SKT2	[지상] 1/2층	부산남산동우체국
01232971279 (5166)	엔티모아	36.11	126.991	전북 익산시 용동면 용동1길 85	SKT1	[지상] 1/2층	용동우체국
01232973341 (5167)	엔티모아	33.514	126.573	화삼로1	SKT1	[지상] 1/6층	제주화북동우체국
